"","Year","Set.ID","Site","Area","Valid.hooks","Avg.depth..m.","Lat..N.","Lon..W.","Lat..DD.DDDDD.","Lon..DDD.DDDDD.","SiteSheetID","NumSim"
"227",2006,"06-01-05-021",233,"Santa Cruz Island",75,48.7,"33 56.193","119 41.583",33.93655,-119.69305,272,1
"228",2006,"06-01-05-022",162,"Harrison Reef",75,47.4,"34 00.450","119 02.474",34.0075,-119.041233,273,0
"229",2006,"06-01-05-023",168,"Harrison Reef",75,61.4,"33 59.597","119 03.148",33.993283,-119.052467,274,4
"230",2006,"06-01-05-024",243,"Santa Monica Bay",75,74.9,"33 58.789","118 39.624",33.979817,-118.6604,275,7
"231",2006,"06-01-05-025",277,"Santa Monica Bay",65,43.4,"33 52.760","118 35.107",33.879333,-118.585117,276,0
"232",2006,"06-01-05-026",52,"Catalina Island",75,97.1,"33 28.904","118 38.652",33.481733,-118.6442,277,7
"233",2006,"06-01-05-028",11,"Fourteen Mile Bank",75,61.6,"33 24.145","118 00.293",33.402417,-118.004883,278,0
"234",2006,"06-01-01-004",413,"Anacapa Island",75,61.9,"33 57.809","119 29.329",33.963483,-119.488817,279,0
"235",2006,"06-01-05-031",31,"Sixty Mile Bank",64,81,"32 01.134","118 12.986",32.0189,-118.216433,280,0
"236",2006,"06-01-05-032",27,"Sixty Mile Bank",64,68.8,"32 04.340","118 14.633",32.072333,-118.243883,281,3
"237",2006,"06-01-05-033",22,"Sixty Mile Bank",73,57.3,"32 05.240","118 15.530",32.087333,-118.258833,282,0
"238",2006,"06-01-05-035",17,"Sixty Mile Bank",65,86,"32 06.121","118 13.807",32.102017,-118.230117,283,0
"239",2006,"06-01-05-036",137,"San Clemente Island",74,83.6,"32 42.971","118 24.277",32.716183,-118.404617,284,2
"240",2006,"06-01-05-037",130,"San Clemente Island",70,44.1,"32 45.730","118 24.937",32.762167,-118.415617,285,2
"241",2006,"06-01-05-039",109,"San Clemente Island",73,23.2,"32 53.020","118 31.790",32.883667,-118.529833,286,0
"242",2006,"06-01-05-041",97,"San Clemente Island",70,46.9,"33 03.799","118 37.092",33.063317,-118.6182,287,1
"243",2006,"06-01-05-042",33,"Nine Mile Bank",75,71.2,"32 36.820","117 23.950",32.613667,-117.399167,288,4
"244",2006,"06-01-05-044",35,"Nine Mile Bank",75,78.9,"32 34.950","117 21.310",32.5825,-117.355167,289,2
"245",2006,"06-01-05-045",292,"South Coast",70,41.7,"32 48.786","117 20.205",32.8131,-117.33675,290,1
"246",2006,"06-01-05-046",291,"South Coast",75,43.4,"32 56.086","117 18.871",32.934767,-117.314517,291,0
"247",2006,"06-01-05-047",92,"Central Coast",75,53,"33 15.498","117 33.103",33.2583,-117.551717,292,6
"248",2006,"06-01-05-048",389,"Central Coast",75,44.6,"33 15.509","117 32.869",33.258483,-117.547817,293,2
"249",2006,"06-01-05-049",391,"Central Coast",75,80.2,"33 23.644","117 41.110",33.394067,-117.685167,294,2
"250",2006,"06-01-05-052",68,"Catalina Island",75,43,"33 18.000","118 23.842",33.3,-118.397367,295,0
"251",2006,"06-01-05-053",62,"Catalina Island",75,36.9,"33 20.913","118 31.362",33.34855,-118.5227,296,0
"252",2006,"06-01-05-054",315,"San Pedro Bay",75,44.9,"33 35.990","118 15.910",33.599833,-118.265167,297,1
"253",2006,"06-01-05-055",318,"San Pedro Bay",75,42.2,"33 35.140","118 13.720",33.585667,-118.228667,298,0
"254",2006,"06-01-01-006",397,"Santa Cruz Island",75,42.1,"34 03.526","119 42.293",34.058767,-119.704883,307,1
"255",2006,"06-01-05-013",398,"Santa Rosa Island",65,43.2,"34 05.430","120 14.550",34.0905,-120.2425,324,0
"256",2006,"06-01-05-029",2,"Fourteen Mile Bank",73,71,"33 23.771","117 59.507",33.396183,-117.991783,326,2
"257",2006,"06-01-01-051",407,"Port Hueneme",75,44.9,"34 04.147","119 12.595",34.069117,-119.209917,330,0
"258",2007,"07-01-05-001",215,"Santa Barbara Channel",75,86.5,"34 11.786","119 34.743",34.196433,-119.57905,335,0
"259",2007,"07-01-05-002",209,"Santa Barbara Channel",75,91.1,"34 12.064","119 37.907",34.201067,-119.631783,336,5
"260",2007,"07-01-05-003",189,"Santa Barbara",75,44.6,"34 23.646","119 58.808",34.3941,-119.980133,337,2
"261",2007,"07-01-05-004",187,"Santa Barbara",75,37.5,"34 25.916","120 08.434",34.431933,-120.140567,339,2
"262",2007,"07-01-05-005",197,"Santa Barbara",70,39,"34 25.777","120 12.895",34.429617,-120.214917,340,0
"263",2007,"07-01-01-001",217,"Santa Barbara Channel",73,56.4,"34 11.209","119 31.159",34.186817,-119.519317,341,0
"264",2007,"07-01-01-002",205,"Santa Barbara Channel",74,82.8,"34 13.510","119 42.230",34.225167,-119.703833,342,12
"265",2007,"07-01-01-003",200,"Santa Barbara Channel",75,57,"34 15.443","119 37.167",34.257383,-119.61945,343,1
"266",2007,"07-01-01-004",193,"Santa Barbara",75,23.3,"34 20.955","119 38.290",34.34925,-119.638167,344,0
"267",2007,"07-01-01-006",140,"Point Conception/Arguello",74,55.1,"34 30.302","120 41.483",34.505033,-120.691383,345,0
"268",2007,"07-01-01-007",375,"Point Conception/Arguello",74,52.4,"34 30.030","120 40.190",34.5005,-120.669833,346,0
"269",2007,"07-01-01-008",374,"Point Conception/Arguello",75,52.4,"34 29.084","120 37.053",34.484733,-120.61755,347,14
"270",2007,"07-01-01-009",154,"Point Conception/Arguello",74,73,"34 25.850","120 33.264",34.430833,-120.5544,348,11
"271",2007,"07-01-01-010",181,"San Miguel Island",74,64.8,"34 05.647","120 34.385",34.094117,-120.573083,349,1
"272",2007,"07-01-01-011",185,"San Miguel Island",75,48.3,"34 02.395","120 30.622",34.039917,-120.510367,350,0
"273",2007,"07-01-01-012",186,"San Miguel Island",73,51.9,"34 01.989","120 29.882",34.03315,-120.498033,351,3
"274",2007,"07-01-01-013",346,"Santa Rosa Flats",74,88.1,"33 45.058","120 04.471",33.750967,-120.074517,352,5
"275",2007,"07-01-01-014",352,"Santa Rosa Flats",70,68.2,"33 42.778","119 57.768",33.712967,-119.9628,353,0
"276",2007,"07-01-01-015",342,"Santa Rosa Flats",68,66.4,"33 46.347","119 53.049",33.77245,-119.88415,354,3
"277",2007,"07-01-01-016",399,"Santa Rosa Island",75,49.5,"34 05.643","120 05.992",34.09405,-120.099867,355,0
"278",2007,"07-01-01-017",402,"Santa Rosa Island",74,49.9,"34 05.833","120 05.503",34.097217,-120.091717,356,1
"279",2007,"07-01-01-018",48,"Anacapa Island",75,70.4,"33 57.667","119 28.964",33.961117,-119.482733,357,0
"280",2007,"07-01-01-019",413,"Anacapa Island",75,56,"33 57.809","119 29.329",33.963483,-119.488817,358,0
"281",2007,"07-01-01-020",229,"Anacapa Island",70,56.1,"33 57.920","119 29.507",33.965333,-119.491783,359,0
"282",2007,"07-01-01-021",226,"Santa Cruz Island",64,32.3,"34 02.371","119 30.784",34.039517,-119.513067,360,0
"283",2007,"07-01-01-022",43,"Anacapa Island",70,90.2,"34 02.226","119 17.935",34.0371,-119.298917,361,9
"284",2007,"07-01-01-023",407,"Port Hueneme",75,45.3,"34 04.147","119 12.595",34.069117,-119.209917,362,0
"285",2007,"07-01-01-024",162,"Harrison Reef",75,47.2,"34 00.450","119 02.474",34.0075,-119.041233,363,0
"286",2007,"07-01-01-025",157,"Harrison Reef",75,48,"34 00.336","119 01.522",34.0056,-119.025367,365,11
"287",2007,"07-01-01-026",249,"Santa Monica Bay",75,50.5,"33 55.905","118 33.418",33.93175,-118.556967,366,2
"288",2007,"07-01-01-027",252,"Santa Monica Bay",70,47.4,"33 55.189","118 33.022",33.919817,-118.550367,367,0
"289",2007,"07-01-01-029",31,"Sixty Mile Bank",65,79.9,"32 01.134","118 12.986",32.0189,-118.216433,368,0
"290",2007,"07-01-01-030",377,"Sixty Mile Bank",73,71.4,"32 04.063","118 14.577",32.067717,-118.24295,369,0
"291",2007,"07-01-01-031",24,"Sixty Mile Bank",75,96.2,"32 04.570","118 15.640",32.076167,-118.260667,370,0
"292",2007,"07-01-01-032",17,"Sixty Mile Bank",70,89.4,"32 06.121","118 13.807",32.102017,-118.230117,371,0
"293",2007,"07-01-01-033",21,"Sixty Mile Bank",74,73.6,"32 05.421","118 14.084",32.09035,-118.234733,372,0
"294",2007,"07-01-01-034",33,"Nine Mile Bank",74,71.8,"32 36.820","117 23.950",32.613667,-117.399167,373,2
"295",2007,"07-01-01-035",405,"Nine Mile Bank",75,80,"32 34.840","117 22.589",32.580667,-117.376483,376,3
"296",2007,"07-01-01-036",299,"South Coast",75,23.7,"32 36.700","117 15.000",32.611667,-117.25,377,0
"297",2007,"07-01-01-037",292,"South Coast",75,41.9,"32 48.786","117 20.205",32.8131,-117.33675,378,4
"298",2007,"07-01-01-038",289,"South Coast",75,54,"33 07.236","117 21.262",33.1206,-117.354367,379,0
"299",2007,"07-01-01-039",389,"Central Coast",75,44.7,"33 15.509","117 32.869",33.258483,-117.547817,380,4
"300",2007,"07-01-01-040",391,"Central Coast",75,79.5,"33 23.644","117 41.110",33.394067,-117.685167,381,4
"301",2007,"07-01-01-041",395,"Central Coast",75,54.5,"33 33.257","117 51.177",33.554283,-117.85295,383,1
"302",2007,"07-01-01-042",315,"San Pedro Bay",75,45.1,"33 35.990","118 15.910",33.599833,-118.265167,384,0
"303",2007,"07-01-01-043",317,"San Pedro Bay",75,43.7,"33 35.740","118 15.490",33.595667,-118.258167,385,0
"304",2007,"07-01-01-044",318,"San Pedro Bay",75,43,"33 35.140","118 13.720",33.585667,-118.228667,386,0
"305",2007,"07-01-01-045",11,"Fourteen Mile Bank",75,59.3,"33 24.145","118 00.293",33.402417,-118.004883,387,0
"306",2007,"07-01-01-046",15,"Fourteen Mile Bank",65,67.1,"33 23.835","118 00.134",33.39725,-118.002233,388,0
"307",2007,"07-01-01-047",16,"Fourteen Mile Bank",70,55,"33 23.840","117 59.864",33.397333,-117.997733,389,0
"308",2007,"07-01-05-007",139,"Point Conception/Arguello",73,56.9,"34 31.727","120 43.182",34.528783,-120.7197,390,0
"309",2007,"07-01-01-048",2,"Fourteen Mile Bank",74,71.1,"33 23.771","117 59.507",33.396183,-117.991783,391,0
"310",2007,"07-01-05-008",147,"Point Conception/Arguello",69,64.4,"34 29.873","120 41.818",34.497883,-120.696967,392,0
"311",2007,"07-01-01-049",130,"San Clemente Island",75,43.4,"32 45.730","118 24.937",32.762167,-118.415617,393,0
"312",2007,"07-01-01-050",137,"San Clemente Island",74,85.3,"32 42.971","118 24.277",32.716183,-118.404617,394,2
"313",2007,"07-01-05-009",151,"Point Conception/Arguello",75,62,"34 27.981","120 37.482",34.46635,-120.6247,395,2
"314",2007,"07-01-01-051",136,"San Clemente Island",75,93.8,"32 43.418","118 27.403",32.723633,-118.456717,396,9
"315",2007,"07-01-01-052",119,"San Clemente Island",75,56,"32 49.940","118 31.288",32.832333,-118.521467,397,1
"316",2007,"07-01-01-053",109,"San Clemente Island",75,23.5,"32 53.020","118 31.790",32.883667,-118.529833,398,0
"317",2007,"07-01-01-054",97,"San Clemente Island",75,45.6,"33 03.799","118 37.092",33.063317,-118.6182,399,0
"318",2007,"07-01-05-034",29,"Sixty Mile Bank",70,73.6,"32 01.368","118 12.791",32.0228,-118.213183,400,0
"319",2007,"07-01-05-010",367,"Point Conception/Arguello",75,63.5,"34 25.559","120 32.669",34.425983,-120.544483,401,19
"320",2007,"07-01-05-035",27,"Sixty Mile Bank",70,68.5,"32 04.340","118 14.633",32.072333,-118.243883,402,3
"321",2007,"07-01-05-011",180,"San Miguel Island",75,39.5,"34 08.488","120 33.928",34.141467,-120.565467,403,0
"322",2007,"07-01-05-036",22,"Sixty Mile Bank",75,57.4,"32 05.240","118 15.530",32.087333,-118.258833,404,0
"323",2007,"07-01-05-037",18,"Sixty Mile Bank",68,74.5,"32 05.648","118 14.620",32.094133,-118.243667,405,0
"324",2007,"07-01-05-012",182,"San Miguel Island",73,69.8,"34 05.049","120 34.519",34.08415,-120.575317,406,0
"325",2007,"07-01-05-014",184,"San Miguel Island",71,68.3,"34 03.553","120 33.158",34.059217,-120.552633,407,6
"326",2007,"07-01-05-038",36,"Nine Mile Bank",70,66.4,"32 34.180","117 20.780",32.569667,-117.346333,408,0
"327",2007,"07-01-05-015",287,"Santa Rosa Island",75,49.3,"34 05.674","120 15.738",34.094567,-120.2623,409,3
"328",2007,"07-01-05-040",35,"Nine Mile Bank",75,79.8,"32 34.950","117 21.310",32.5825,-117.355167,410,1
"329",2007,"07-01-05-041",298,"South Coast",75,42.5,"32 36.660","117 17.068",32.611,-117.284467,411,0
"330",2007,"07-01-05-042",293,"South Coast",75,28.1,"32 48.367","117 19.061",32.806117,-117.317683,412,0
"331",2007,"07-01-05-043",291,"South Coast",75,45.9,"32 56.086","117 18.871",32.934767,-117.314517,413,0
"332",2007,"07-01-05-044",92,"Central Coast",75,51,"33 15.498","117 33.103",33.2583,-117.551717,414,1
"333",2007,"07-01-05-045",390,"Central Coast",75,42.2,"33 16.872","117 34.670",33.2812,-117.577833,415,0
"334",2007,"07-01-05-046",84,"Central Coast",75,52.7,"33 32.456","117 49.925",33.540933,-117.832083,416,0
"335",2007,"07-01-05-047",326,"San Pedro Bay",75,46,"33 34.340","118 08.530",33.572333,-118.142167,417,0
"336",2007,"07-01-05-049",66,"Catalina Island",75,43.2,"33 18.051","118 18.077",33.30085,-118.301283,419,0
"337",2007,"07-01-05-050",79,"Catalina Island",65,84,"33 16.819","118 19.196",33.280317,-118.319933,420,0
"338",2007,"07-01-05-051",68,"Catalina Island",75,43.2,"33 18.000","118 23.842",33.3,-118.397367,421,1
"339",2007,"07-01-05-052",62,"Catalina Island",70,36.9,"33 20.913","118 31.362",33.34855,-118.5227,422,0
"340",2007,"07-01-05-053",52,"Catalina Island",74,98.6,"33 28.904","118 38.652",33.481733,-118.6442,423,1
"341",2007,"07-01-05-054",54,"Catalina Island",75,33,"33 27.813","118 30.538",33.46355,-118.508967,424,0
"342",2007,"07-01-05-016",398,"Santa Rosa Island",74,42.9,"34 05.430","120 14.550",34.0905,-120.2425,425,0
"343",2007,"07-01-05-017",365,"Santa Rosa Island",75,29.8,"34 03.581","119 59.290",34.059683,-119.988167,426,0
"344",2007,"07-01-05-018",396,"Santa Cruz Island",75,38.1,"34 03.506","119 42.583",34.058433,-119.709717,427,0
"345",2007,"07-01-05-019",397,"Santa Cruz Island",70,42,"34 03.526","119 42.293",34.058767,-119.704883,428,0
"346",2007,"07-01-05-020",350,"Santa Rosa Flats",75,106.6,"33 42.910","120 03.200",33.715167,-120.053333,429,0
"347",2007,"07-01-05-021",385,"Santa Rosa Flats",75,78.1,"33 41.862","119 53.491",33.6977,-119.891517,430,12
"348",2007,"07-01-05-022",414,"Santa Rosa Flats",75,76.6,"33 41.915","119 53.201",33.698583,-119.886683,431,4
"349",2007,"07-01-05-023",333,"Santa Rosa Flats",75,72.5,"33 52.912","119 54.907",33.881867,-119.915117,432,5
"350",2007,"07-01-05-024",233,"Santa Cruz Island",75,49.1,"33 56.193","119 41.583",33.93655,-119.69305,433,0
"351",2007,"07-01-05-025",383,"Santa Cruz Island",75,44.6,"33 56.520","119 40.540",33.942,-119.675667,434,0
"352",2007,"07-01-05-027",45,"Anacapa Island",75,54.2,"34 01.497","119 19.014",34.02495,-119.3169,435,0
"353",2007,"07-01-05-028",167,"Harrison Reef",75,62.3,"33 59.679","119 03.251",33.99465,-119.054183,436,7
"354",2007,"07-01-05-029",168,"Harrison Reef",74,62.2,"33 59.597","119 03.148",33.993283,-119.052467,437,2
"355",2007,"07-01-05-030",243,"Santa Monica Bay",75,75.9,"33 58.789","118 39.624",33.979817,-118.6604,438,3
"356",2007,"07-01-05-031",277,"Santa Monica Bay",70,42.6,"33 52.760","118 35.107",33.879333,-118.585117,439,0
"357",2008,"08-01-01-001",140,"Point Conception/Arguello",71,54.9,"34 30.302","120 41.483",34.505033,-120.691383,467,0
"358",2008,"08-01-01-002",145,"Point Conception/Arguello",74,87.9,"34 29.868","120 43.056",34.4978,-120.7176,468,0
"359",2008,"08-01-05-001",139,"Point Conception/Arguello",68,58.1,"34 31.727","120 43.182",34.528783,-120.7197,469,0
"360",2008,"08-01-05-002",146,"Point Conception/Arguello",73,53.5,"34 30.013","120 40.615",34.500217,-120.676917,470,0
"361",2008,"08-01-05-003",375,"Point Conception/Arguello",69,52.1,"34 30.030","120 40.190",34.5005,-120.669833,471,0
"362",2008,"08-01-05-004",148,"Point Conception/Arguello",75,59.3,"34 28.791","120 39.436",34.47985,-120.657267,472,1
"363",2008,"08-01-01-003",147,"Point Conception/Arguello",74,64.5,"34 29.873","120 41.818",34.497883,-120.696967,473,0
"364",2008,"08-01-05-005",374,"Point Conception/Arguello",75,51.4,"34 29.084","120 37.053",34.484733,-120.61755,474,7
"365",2008,"08-01-01-004",149,"Point Conception/Arguello",74,60.4,"34 28.096","120 37.672",34.468267,-120.627867,475,5
"366",2008,"08-01-05-006",152,"Point Conception/Arguello",75,47.5,"34 26.490","120 31.880",34.4415,-120.531333,476,1
"367",2008,"08-01-05-008",182,"San Miguel Island",69,69.7,"34 05.049","120 34.519",34.08415,-120.575317,477,1
"368",2008,"08-01-05-009",185,"San Miguel Island",72,49.1,"34 02.395","120 30.622",34.039917,-120.510367,478,0
"369",2008,"08-01-05-010",186,"San Miguel Island",75,51.6,"34 01.989","120 29.882",34.03315,-120.498033,479,8
"370",2008,"08-01-01-032",136,"San Clemente Island",74,93.7,"32 43.418","118 27.403",32.723633,-118.456717,480,14
"371",2008,"08-01-05-011",346,"Santa Rosa Flats",74,92.6,"33 45.058","120 04.471",33.750967,-120.074517,481,3
"372",2008,"08-01-05-012",350,"Santa Rosa Flats",64,113.8,"33 42.910","120 03.200",33.715167,-120.053333,482,0
"373",2008,"08-01-05-014",352,"Santa Rosa Flats",74,67.3,"33 42.778","119 57.768",33.712967,-119.9628,483,0
"374",2008,"08-01-01-033",133,"San Clemente Island",75,55.6,"32 44.658","118 24.674",32.7443,-118.411233,484,4
"375",2008,"08-01-05-015",342,"Santa Rosa Flats",30,69.1,"33 46.347","119 53.049",33.77245,-119.88415,485,2
"376",2008,"08-01-05-016",333,"Santa Rosa Flats",75,71.7,"33 52.912","119 54.907",33.881867,-119.915117,486,16
"377",2008,"08-01-01-034",119,"San Clemente Island",75,57.5,"32 49.940","118 31.288",32.832333,-118.521467,487,2
"378",2008,"08-01-01-035",109,"San Clemente Island",75,24.4,"32 53.020","118 31.790",32.883667,-118.529833,488,0
"379",2008,"08-01-01-036",101,"San Clemente Island",75,44.8,"32 59.430","118 37.360",32.9905,-118.622667,492,0
"380",2008,"08-01-05-017",232,"Santa Cruz Island",73,112.3,"33 56.451","119 39.010",33.94085,-119.650167,493,5
"381",2008,"08-01-01-037",17,"Sixty Mile Bank",75,93.1,"32 06.121","118 13.807",32.102017,-118.230117,494,0
"382",2008,"08-01-05-018",229,"Anacapa Island",75,55.2,"33 57.920","119 29.507",33.965333,-119.491783,495,2
"383",2008,"08-01-05-019",413,"Anacapa Island",70,52.1,"33 57.809","119 29.329",33.963483,-119.488817,496,2
"384",2008,"08-01-05-020",48,"Anacapa Island",75,69.3,"33 57.667","119 28.964",33.961117,-119.482733,497,0
"385",2008,"08-01-05-021",193,"Santa Barbara",75,23.6,"34 20.955","119 38.290",34.34925,-119.638167,498,0
"386",2008,"08-01-05-022",200,"Santa Barbara Channel",73,57.4,"34 15.443","119 37.167",34.257383,-119.61945,499,0
"387",2008,"08-01-05-023",215,"Santa Barbara Channel",73,86.8,"34 11.786","119 34.743",34.196433,-119.57905,500,0
"388",2008,"08-01-01-038",22,"Sixty Mile Bank",69,56.4,"32 05.240","118 15.530",32.087333,-118.258833,501,0
"389",2008,"08-01-01-005",151,"Point Conception/Arguello",75,61.3,"34 27.981","120 37.482",34.46635,-120.6247,502,12
"390",2008,"08-01-01-039",27,"Sixty Mile Bank",75,69.1,"32 04.340","118 14.633",32.072333,-118.243883,503,0
"391",2008,"08-04-01-040",418,"125 Bank",55,127.4,"32 44.479","117 47.960",32.741317,-117.799333,504,0
"392",2008,"08-01-01-041",35,"Nine Mile Bank",75,77.1,"32 34.950","117 21.310",32.5825,-117.355167,505,2
"393",2008,"08-01-05-024",217,"Santa Barbara Channel",67,56.3,"34 11.209","119 31.159",34.186817,-119.519317,506,2
"394",2008,"08-01-05-025",396,"Santa Cruz Island",75,39.7,"34 03.506","119 42.583",34.058433,-119.709717,507,0
"395",2008,"08-01-01-042",36,"Nine Mile Bank",69,66.7,"32 34.180","117 20.780",32.569667,-117.346333,508,0
"396",2008,"08-01-05-026",397,"Santa Cruz Island",75,41.9,"34 03.526","119 42.293",34.058767,-119.704883,509,0
"397",2008,"08-01-05-027",226,"Santa Cruz Island",75,33,"34 02.371","119 30.784",34.039517,-119.513067,510,0
"398",2008,"08-01-01-043",405,"Nine Mile Bank",75,81.4,"32 34.840","117 22.589",32.580667,-117.376483,511,2
"399",2008,"08-01-05-029",45,"Anacapa Island",75,52.3,"34 01.497","119 19.014",34.02495,-119.3169,512,0
"400",2008,"08-01-05-030",43,"Anacapa Island",74,91.2,"34 02.226","119 17.935",34.0371,-119.298917,513,5
"401",2008,"08-01-01-044",293,"South Coast",70,28.9,"32 48.367","117 19.061",32.806117,-117.317683,514,0
"402",2008,"08-01-05-031",407,"Port Hueneme",74,44.7,"34 04.147","119 12.595",34.069117,-119.209917,515,0
"403",2008,"08-01-05-032",243,"Santa Monica Bay",75,75.5,"33 58.789","118 39.624",33.979817,-118.6604,516,1
"404",2008,"08-01-05-033",249,"Santa Monica Bay",74,50.6,"33 55.905","118 33.418",33.93175,-118.556967,517,4
"405",2008,"08-01-01-045",292,"South Coast",65,42.1,"32 48.786","117 20.205",32.8131,-117.33675,518,0
"406",2008,"08-01-01-046",291,"South Coast",69,47.6,"32 56.086","117 18.871",32.934767,-117.314517,519,0
"407",2008,"08-01-01-047",379,"South Coast",75,46.9,"33 02.847","117 21.028",33.04745,-117.350467,521,1
"408",2008,"08-01-01-048",389,"Central Coast",75,44.3,"33 15.509","117 32.869",33.258483,-117.547817,522,4
"409",2008,"08-01-01-049",390,"Central Coast",75,42.2,"33 16.872","117 34.670",33.2812,-117.577833,523,1
"410",2008,"08-01-05-034",252,"Santa Monica Bay",75,45.1,"33 55.189","118 33.022",33.919817,-118.550367,524,2
"411",2008,"08-01-01-050",391,"Central Coast",75,79.7,"33 23.644","117 41.110",33.394067,-117.685167,525,5
"412",2008,"08-01-05-036",277,"Santa Monica Bay",70,42.4,"33 52.760","118 35.107",33.879333,-118.585117,526,2
"413",2008,"08-01-05-037",317,"San Pedro Bay",75,44.5,"33 35.740","118 15.490",33.595667,-118.258167,527,0
"414",2008,"08-01-01-051",2,"Fourteen Mile Bank",70,71.4,"33 23.771","117 59.507",33.396183,-117.991783,528,0
"415",2008,"08-01-05-038",318,"San Pedro Bay",75,43.3,"33 35.140","118 13.720",33.585667,-118.228667,529,0
"416",2008,"08-01-01-052",11,"Fourteen Mile Bank",75,61,"33 24.145","118 00.293",33.402417,-118.004883,530,0
"417",2008,"08-01-05-039",326,"San Pedro Bay",75,46.3,"33 34.340","118 08.530",33.572333,-118.142167,531,0
"418",2008,"08-01-01-053",395,"Central Coast",75,54.5,"33 33.257","117 51.177",33.554283,-117.85295,532,0
"419",2008,"08-01-01-054",62,"Catalina Island",74,38,"33 20.913","118 31.362",33.34855,-118.5227,533,0
"420",2008,"08-01-05-040",137,"San Clemente Island",70,81.9,"32 42.971","118 24.277",32.716183,-118.404617,534,1
"421",2008,"08-01-05-041",380,"San Clemente Island",75,56.3,"32 44.441","118 24.311",32.740683,-118.405183,535,2
"422",2008,"08-01-05-042",130,"San Clemente Island",70,49.5,"32 45.730","118 24.937",32.762167,-118.415617,536,0
"423",2008,"08-01-05-043",114,"San Clemente Island",75,47.7,"32 52.435","118 31.788",32.873917,-118.5298,537,0
"424",2008,"08-01-05-044",97,"San Clemente Island",74,50.5,"33 03.799","118 37.092",33.063317,-118.6182,538,0
"425",2008,"08-01-05-046",21,"Sixty Mile Bank",68,73,"32 05.421","118 14.084",32.09035,-118.234733,539,0
"426",2008,"08-01-05-047",31,"Sixty Mile Bank",70,79.3,"32 01.134","118 12.986",32.0189,-118.216433,540,0
"427",2008,"08-01-05-048",29,"Sixty Mile Bank",74,72.8,"32 01.368","118 12.791",32.0228,-118.213183,541,0
"428",2008,"08-01-05-049",377,"Sixty Mile Bank",75,71.3,"32 04.063","118 14.577",32.067717,-118.24295,542,0
"429",2008,"08-01-01-055",68,"Catalina Island",75,43.6,"33 18.000","118 23.842",33.3,-118.397367,543,0
"430",2008,"08-01-01-056",71,"Catalina Island",75,44.3,"33 17.853","118 22.625",33.29755,-118.377083,544,0
"431",2008,"08-01-01-057",79,"Catalina Island",75,82.5,"33 16.819","118 19.196",33.280317,-118.319933,545,0
"432",2008,"08-01-01-058",304,"San Pedro Bay",75,44.4,"33 39.810","118 16.550",33.6635,-118.275833,546,0
"433",2008,"08-01-05-050",24,"Sixty Mile Bank",67,99.2,"32 04.570","118 15.640",32.076167,-118.260667,547,0
"434",2008,"08-01-05-051",18,"Sixty Mile Bank",75,76.3,"32 05.648","118 14.620",32.094133,-118.243667,548,2
"435",2008,"08-01-05-053",33,"Nine Mile Bank",75,73.3,"32 36.820","117 23.950",32.613667,-117.399167,549,1
"436",2008,"08-01-05-054",298,"South Coast",75,42.6,"32 36.660","117 17.068",32.611,-117.284467,550,1
"437",2008,"08-01-01-015",365,"Santa Rosa Island",75,29.3,"34 03.581","119 59.290",34.059683,-119.988167,551,0
"438",2008,"08-01-01-016",233,"Santa Cruz Island",60,48.8,"33 56.193","119 41.583",33.93655,-119.69305,552,6
"439",2008,"08-01-01-017",231,"Santa Cruz Island",57,89.3,"33 56.434","119 39.518",33.940567,-119.658633,553,0
"440",2008,"08-01-01-018",228,"Anacapa Island",70,41.9,"33 58.901","119 29.578",33.981683,-119.492967,554,2
"441",2008,"08-01-01-019",40,"Anacapa Island",68,89.2,"34 02.407","119 17.667",34.040117,-119.29445,555,13
"442",2008,"08-01-01-020",209,"Santa Barbara Channel",74,90.6,"34 12.064","119 37.907",34.201067,-119.631783,556,2
"443",2008,"08-01-01-021",205,"Santa Barbara Channel",75,83.2,"34 13.510","119 42.230",34.225167,-119.703833,557,2
"444",2008,"08-01-01-022",189,"Santa Barbara",75,44.1,"34 23.646","119 58.808",34.3941,-119.980133,558,5
"445",2008,"08-01-01-023",187,"Santa Barbara",75,38.2,"34 25.916","120 08.434",34.431933,-120.140567,559,2
"446",2008,"08-01-01-024",197,"Santa Barbara",60,41.2,"34 25.777","120 12.895",34.429617,-120.214917,560,0
"447",2008,"08-01-05-055",299,"South Coast",75,24.9,"32 36.700","117 15.000",32.611667,-117.25,561,0
"448",2008,"08-01-01-025",414,"Santa Rosa Flats",63,76.5,"33 41.915","119 53.201",33.698583,-119.886683,562,0
"449",2008,"08-01-05-056",289,"South Coast",75,60.6,"33 07.236","117 21.262",33.1206,-117.354367,563,0
"450",2008,"08-01-05-057",92,"Central Coast",75,50,"33 15.498","117 33.103",33.2583,-117.551717,564,12
"451",2008,"08-01-01-026",385,"Santa Rosa Flats",75,78.2,"33 41.862","119 53.491",33.6977,-119.891517,565,2
"452",2008,"08-01-05-058",84,"Central Coast",75,55.1,"33 32.456","117 49.925",33.540933,-117.832083,566,0
"453",2008,"08-01-05-059",6,"Fourteen Mile Bank",70,97.9,"33 24.314","117 59.560",33.405233,-117.992667,567,0
"454",2008,"08-01-01-027",383,"Santa Cruz Island",75,45.8,"33 56.520","119 40.540",33.942,-119.675667,568,0
